gene_id	gene_name	Minus_cre_p53mut	Plus_cre_p53mut
ENSMUSG00000000296	Tpd52l1	740	406.001
ENSMUSG00000000301	Pemt	240	284
ENSMUSG00000000303	Cdh1	72097	52544.001
ENSMUSG00000000305	Cdh4	1516	657
ENSMUSG00000000308	Ckmt1	3115	2563
ENSMUSG00000000317	Bcl6b	152	63.003
ENSMUSG00000000318	Clec10a	19.906	3
ENSMUSG00000000320	Alox12	289.055	1081.005
ENSMUSG00000000326	Comt	4438.986	1994.43
ENSMUSG00000000339	Rtca	1674	1813
ENSMUSG00000000340	Dbt	2795	2984.999
ENSMUSG00000000346	Dazap2	17461.916	18484.375
ENSMUSG00000000355	Mcts1	1261.999	841.002
ENSMUSG00000000359	Rem1	0	0
ENSMUSG00000000365	Rnf17	65	0
ENSMUSG00000000374	Trappc10	5269.499	4911
ENSMUSG00000000378	Ccm2	2269	2610.617
ENSMUSG00000000381	Wap	2	0
ENSMUSG00000000384	Tbrg4	3040.002	3238
ENSMUSG00000000385	Tmprss2	25697.999	8507.001
ENSMUSG00000000386	Mx1	790.622	1463.779
ENSMUSG00000000392	Fap	13	19
ENSMUSG00000000394	Gcg	0	0
ENSMUSG00000000399	Ndufa9	5017.994	5191
ENSMUSG00000000402	Egfl6	4386	2079
ENSMUSG00000000409	Lck	262.76	475
ENSMUSG00000000411	Tssk3	0	0
ENSMUSG00000000416	Cttnbp2	253.996	17
ENSMUSG00000000420	Galnt1	7247.002	8354
ENSMUSG00000000435	Myf5	1	3.34
ENSMUSG00000000439	Mkrn2	1653.74	1613.068
ENSMUSG00000000440	Pparg	148	28
ENSMUSG00000000441	Raf1	5059.321	4616.105
ENSMUSG00000000486	Septin1	328	77
ENSMUSG00000000489	Pdgfb	582.12	151
ENSMUSG00000000530	Acvrl1	1395.169	1040
ENSMUSG00000000531	Tamalin	1041.941	1239
ENSMUSG00000000532	Acvr1b	8616.84	4278
ENSMUSG00000000538	Tom1l2	3941.001	2931
ENSMUSG00000000544	Gpa33	332	219
ENSMUSG00000000552	Zfp385a	214	134.003
ENSMUSG00000000555	Itga5	3069.999	2417
ENSMUSG00000000560	Gabra2	2	1
ENSMUSG00000000561	Wdr77	5501.302	3726.977
ENSMUSG00000000562	Adora3	11.464	0
ENSMUSG00000000563	Atp5pb	10995.744	11766.479
ENSMUSG00000000567	Sox9	6535.34	1897
ENSMUSG00000000568	Hnrnpd	9834.534	8932.571
ENSMUSG00000000579	Dynlt1c	492.919	370.201
ENSMUSG00000000581	C1d	1963	1652
ENSMUSG00000000594	Gm2a	8824	9397
ENSMUSG00000000600	Krit1	2611	1577
ENSMUSG00000000605	Clcn4	3051.206	1609.041
ENSMUSG00000000606	Vmn2r88	0	0
ENSMUSG00000000617	Grm6	7	0
ENSMUSG00000000627	Sema4f	301	227
ENSMUSG00000000628	Hk2	21219	26198.994
ENSMUSG00000000631	Myo18a	34075.002	16930
ENSMUSG00000000632	Sez6	9.001	0
ENSMUSG00000000673	Haao	41.005	1
ENSMUSG00000000682	Cd52	236	18
ENSMUSG00000000686	Abhd15	21.001	16
ENSMUSG00000000690	Hoxb6	6699.148	5315
ENSMUSG00000000693	Loxl3	31.184	19.869
ENSMUSG00000000701	Tcl1b5	0	0
ENSMUSG00000000706	Btn1a1	67.999	62
ENSMUSG00000000708	Kat2b	4496.332	3460.979
ENSMUSG00000000711	Rab5b	8160.287	6985.368
ENSMUSG00000000724	Cryba1	2	0
ENSMUSG00000000730	Dnmt3l	1	0
ENSMUSG00000000731	Aire	15.001	2
ENSMUSG00000000732	Icosl	1411	2219.001
ENSMUSG00000000738	Spg7	5368	5654.999
ENSMUSG00000000739	Sult5a1	2	0
ENSMUSG00000000740	Rpl13	36195.23	32636.956
ENSMUSG00000000743	Chmp1a	7725.939	7672.985
ENSMUSG00000000751	Rpa1	4691	5145
ENSMUSG00000000753	Serpinf1	2313.699	2045
ENSMUSG00000000759	Tubgcp3	3671.992	3035
ENSMUSG00000000766	Oprm1	74.037	18
ENSMUSG00000000776	Polr3d	1839.21	1536
ENSMUSG00000000782	Tcf7	293	87
ENSMUSG00000000787	Ddx3x	35794.383	28594
ENSMUSG00000000791	Il12rb1	8	10
ENSMUSG00000000792	Slc5a5	165	381
ENSMUSG00000000794	Kcnn3	50.984	3
ENSMUSG00000000804	Usp32	4627	4033
ENSMUSG00000000805	Car4	58	0
ENSMUSG00000000811	Txnrd3	1931.001	1274
ENSMUSG00000000817	Fasl	0	0
ENSMUSG00000000823	Zfp512b	4861.225	2917
ENSMUSG00000000826	Dnajc5	14322.999	13472.84
ENSMUSG00000000827	Tpd52l2	3860	2876
ENSMUSG00000000838	Fmr1	4639.991	3980.076
ENSMUSG00000000861	Bcl11a	146.002	1
ENSMUSG00000000869	Il4	6	1
ENSMUSG00000000876	Pxmp4	1041	954
ENSMUSG00000000881	Dlg3	2715.999	2978.001
ENSMUSG00000000884	Gnb1l	379.304	155.73
ENSMUSG00000000889	Dbh	1.978	0
ENSMUSG00000000901	Mmp11	277	148.999
ENSMUSG00000000902	Smarcb1	4392.116	3307.999
ENSMUSG00000000903	Vpreb3	13	0
ENSMUSG00000000915	Hip1r	9763.744	6053.234
ENSMUSG00000000916	Nsun5	1283.829	942.214
ENSMUSG00000000934	Top1mt	726	730
ENSMUSG00000000938	Hoxa10	11.489	0
ENSMUSG00000000942	Hoxa4	5	0
ENSMUSG00000000948	Gm38393	33	1
ENSMUSG00000000957	Mmp14	2792	24
ENSMUSG00000000958	Slc7a7	354.22	997.792
ENSMUSG00000000959	Oxa1l	3810.781	3538.744
ENSMUSG00000000976	Heatr6	2184.001	2149.456
ENSMUSG00000000982	Ccl3	0	0
ENSMUSG00000000983	Wfdc18	466	16
ENSMUSG00000001014	Icam4	2.543	19.355
ENSMUSG00000001016	Ilf2	4322.176	3740.963
ENSMUSG00000001017	Chtop	7875.532	7290.959
ENSMUSG00000001018	Snapin	2445.824	1828.037
ENSMUSG00000001020	S100a4	150	42.408
ENSMUSG00000001021	S100a3	51.99	47.864
ENSMUSG00000001023	S100a5	0	0
ENSMUSG00000001025	S100a6	14930	9668
ENSMUSG00000001027	Scn4a	126	12
ENSMUSG00000001029	Icam2	112	43.023
ENSMUSG00000001034	Mapk7	1984.999	1830
ENSMUSG00000001036	Epn2	4774.073	4315.001
ENSMUSG00000001039	B9d1	812	619
ENSMUSG00000001052	Sec24b	8353	7840
ENSMUSG00000001053	N4bp3	1041.999	659
ENSMUSG00000001054	Rmnd5b	2961	1751
ENSMUSG00000001056	Nhp2	5406	4983
ENSMUSG00000001062	Vps9d1	940.876	723.05
ENSMUSG00000001065	Zfp276	1433.256	1012.808
ENSMUSG00000001076	C1ql4	2	0
ENSMUSG00000001082	Mfsd10	3934.001	3602.321
ENSMUSG00000001089	Luzp1	4664	3546
ENSMUSG00000001095	Slc13a2	2224.193	416.86
ENSMUSG00000001098	Kctd10	8657.013	8136.626
ENSMUSG00000001100	Poldip2	3966	3288.999
ENSMUSG00000001103	Sebox	1	0
ENSMUSG00000001105	Ift20	2404.999	1871.001
ENSMUSG00000001119	Col6a1	54	3
ENSMUSG00000001120	Pcbp3	778	845
ENSMUSG00000001123	Lgals9	7064	14017
ENSMUSG00000001127	Araf	7044.002	5497.999
ENSMUSG00000001128	Cfp	121	71
ENSMUSG00000001131	Timp1	271	369
ENSMUSG00000001134	Uxt	512.872	496
ENSMUSG00000001138	Cnnm3	1524.001	743
ENSMUSG00000001143	Lman2l	2624.984	2522.992
ENSMUSG00000001150	Mcm3ap	3686.57	3258.306
ENSMUSG00000001151	Pcnt	3032.988	2379.032
ENSMUSG00000001155	Ftcd	20	0
ENSMUSG00000001156	Mxd1	1658	1409
ENSMUSG00000001157	Gmcl1	2662.036	2741
ENSMUSG00000001158	Snrnp27	1179	1401.999
ENSMUSG00000001166	Oas1c	648	858.41
ENSMUSG00000001168	Oas1h	22	9
ENSMUSG00000001173	Ocrl	1778	1845.001
ENSMUSG00000001175	Calm1	22454.293	27778
ENSMUSG00000001211	Agpat3	6353.01	6837.422
ENSMUSG00000001225	Slc26a3	17	0
ENSMUSG00000001227	Sema6b	373	309
ENSMUSG00000001228	Uhrf1	5624.784	5326.932
ENSMUSG00000001229	Dpp9	5446.895	4876.999
ENSMUSG00000001240	Ramp2	577.822	805.23
ENSMUSG00000001247	Lsr	9902.133	7583.497
ENSMUSG00000001248	Gramd1a	2664.743	750.735
ENSMUSG00000001249	Hpn	3214	916.999
ENSMUSG00000001260	Gabrg1	2	0
ENSMUSG00000001270	Ckb	550.813	64.294
ENSMUSG00000001280	Sp1	6193	4451.001
ENSMUSG00000001281	Itgb7	45	8
ENSMUSG00000001285	Myg1	1664.875	1618.433
ENSMUSG00000001288	Rarg	3490	2504
ENSMUSG00000001289	Pfdn5	3500.656	3353.503
ENSMUSG00000001300	Efnb2	11676.996	7058
ENSMUSG00000001305	Rrp15	1659	1342
ENSMUSG00000001313	Rnd2	478.144	359.801
ENSMUSG00000001323	Srr	856.16	792.363
ENSMUSG00000001333	Sync	186.047	422.747
ENSMUSG00000001334	Fndc5	9.002	4
ENSMUSG00000001348	Acp5	5032.045	5856.92
ENSMUSG00000001349	Cnn1	40.001	8
ENSMUSG00000001366	Fbxo9	2463	1985
ENSMUSG00000001376	Vps50	2588.001	2340.001
ENSMUSG00000001380	Hars	4624.775	5455.225
ENSMUSG00000001383	Zmat2	4567	5125
ENSMUSG00000001403	Ube2c	3430.661	4226.991
ENSMUSG00000001415	Smg5	6847.996	5844
ENSMUSG00000001416	Cct3	16739.984	14653.999
ENSMUSG00000001418	Glmp	9635.712	13093.329
ENSMUSG00000001419	Mef2d	5880.987	3643.568
ENSMUSG00000001420	Tmem79	1625.287	1803.654
ENSMUSG00000001424	Snd1	23315.001	16512
ENSMUSG00000001435	Col18a1	10264.847	11181.99
ENSMUSG00000001436	Slc19a1	927	532
ENSMUSG00000001440	Kpnb1	30345.324	26691.742
ENSMUSG00000001441	Npepps	13215.999	10837
ENSMUSG00000001444	Tbx21	2	0
ENSMUSG00000001445	Mrpl10	3337.502	3096.522
ENSMUSG00000001467	Cyp51	30582.863	37157.631
ENSMUSG00000001472	Tcf25	19040.394	15951.998
ENSMUSG00000001473	Tubb6	2780.099	2418.816
ENSMUSG00000001482	Def8	1143.001	1548.001
ENSMUSG00000001493	Meox1	27	0
ENSMUSG00000001494	Sost	4.433	0
ENSMUSG00000001496	Nkx2-1	1	0
ENSMUSG00000001497	Pax9	128	42
ENSMUSG00000001504	Irx2	20.007	18
ENSMUSG00000001506	Col1a1	165.949	18
ENSMUSG00000001507	Itga3	45498	25035.985
ENSMUSG00000001508	Sgca	6	0
ENSMUSG00000001510	Dlx3	15	13
ENSMUSG00000001517	Foxm1	2488.035	2701.066
ENSMUSG00000001518	Itfg2	1310.005	1140
ENSMUSG00000001520	Nrip2	80.006	90
ENSMUSG00000001521	Tulp3	1840	1774
ENSMUSG00000001524	Gtf2h4	934.999	1022.001
ENSMUSG00000001525	Tubb5	36526.928	40163.912
ENSMUSG00000001542	Ell2	6381	6242.004
ENSMUSG00000001552	Jup	20931	14977.943
ENSMUSG00000001555	Fkbp10	74	6
ENSMUSG00000001558	Klhl10	13	4
ENSMUSG00000001566	Mnx1	5.455	0
ENSMUSG00000001569	Nom1	3434	2714
ENSMUSG00000001576	Ergic1	12088.01	9508.001
ENSMUSG00000001583	Tnk1	2641.186	2160.834
ENSMUSG00000001588	Acap1	550	186.001
ENSMUSG00000001604	Tcea3	105	32
ENSMUSG00000001622	Csn3	16	11
ENSMUSG00000001627	Ifrd1	5167.847	5414.356
ENSMUSG00000001630	Stk38l	2636.211	3228.767
ENSMUSG00000001632	Brpf1	4380.339	3711.655
ENSMUSG00000001642	Akr1b3	20809.135	36814.444
ENSMUSG00000001655	Hoxc13	9.084	0
ENSMUSG00000001656	Hoxc11	0	0
ENSMUSG00000001657	Hoxc8	10	0
ENSMUSG00000001661	Hoxc6	23	5
ENSMUSG00000001663	Gstt1	3849	4307.999
ENSMUSG00000001665	Gstt3	7076.621	5582.565
ENSMUSG00000001666	Ddt	2386.702	2215.698
ENSMUSG00000001670	Tat	40	0
ENSMUSG00000001672	Marveld3	3660.999	3197.993
ENSMUSG00000001674	Ddx18	4209.335	3567.247
ENSMUSG00000001687	Ubl3	8272.805	8421.999
ENSMUSG00000001700	Gramd3	15275.999	13449
ENSMUSG00000001707	Eef1e1	2267	2219
ENSMUSG00000001729	Akt1	16034.001	14112.956
ENSMUSG00000001739	Cldn15	17	3
ENSMUSG00000001741	Il16	123.002	9
ENSMUSG00000001750	Tcirg1	12976	14831.999
ENSMUSG00000001751	Naglu	3614	5084
ENSMUSG00000001755	Coasy	2816	2113
ENSMUSG00000001761	Smo	4888	4282
ENSMUSG00000001763	Tspan33	3288.001	1981.999
ENSMUSG00000001767	Crnkl1	2763	2267
ENSMUSG00000001768	Rin2	4687.983	2560
ENSMUSG00000001773	Folh1	8	0
ENSMUSG00000001774	Chordc1	5283.794	3421.001
ENSMUSG00000001783	Rtcb	9353	8439
ENSMUSG00000001785	Pwp1	2316.999	1971.999
ENSMUSG00000001786	Fbxo7	1267.929	1184.797
ENSMUSG00000001794	Capns1	10534.72	6965.992
ENSMUSG00000001802	Lrp3	125	11
ENSMUSG00000001804	Dsg4	4	0
ENSMUSG00000001815	Evx2	21.502	6.787
ENSMUSG00000001819	Hoxd13	3.013	0
ENSMUSG00000001823	Hoxd12	1	0
ENSMUSG00000001827	Folr1	21.999	0
ENSMUSG00000001829	Clpb	2411.821	2733
ENSMUSG00000001833	Septin7	8056	7322
ENSMUSG00000001844	Zdhhc4	1372.001	1071.001
ENSMUSG00000001847	Rac1	19439.162	14518.029
ENSMUSG00000001855	Nup214	4688.708	3551.529
ENSMUSG00000001864	Aif1l	1215.991	1107
ENSMUSG00000001865	Cpa3	3	0
ENSMUSG00000001870	Ltbp1	3937.939	612
ENSMUSG00000001891	Ugp2	3855	4571
ENSMUSG00000001901	Kcnh6	3	1
ENSMUSG00000001909	Trmt1	4353.002	3189.121
ENSMUSG00000001910	Nacc1	10075.228	9663.857
ENSMUSG00000001911	Nfix	16917.317	13690.574
ENSMUSG00000001918	Slc1a5	31604	9974.201
ENSMUSG00000001924	Uba1	32557.214	32162.953
ENSMUSG00000001930	Vwf	491.999	53
ENSMUSG00000001942	Siae	1535.586	1520.063
ENSMUSG00000001943	Vsig2	2	2
ENSMUSG00000001946	Esam	17	18
ENSMUSG00000001948	Spa17	109	54
ENSMUSG00000001962	Fam50a	3094.999	3894
ENSMUSG00000001964	Emd	2960.913	3206.247
ENSMUSG00000001983	Taco1	697.122	748.15
ENSMUSG00000001985	Grik3	14	1
ENSMUSG00000001986	Gria3	36	1
ENSMUSG00000001988	Npas1	38.007	13
ENSMUSG00000001995	Sipa1l2	1709	1749
ENSMUSG00000001998	Ap4e1	886.999	1054
ENSMUSG00000001999	Blvra	1046	1003.001
ENSMUSG00000002006	Pdzd4	422.776	495.778
ENSMUSG00000002007	Srpk3	3	2
ENSMUSG00000002010	Idh3g	4785	3195.001
ENSMUSG00000002012	Pnck	41	66
ENSMUSG00000002014	Ssr4	9862.938	11954
ENSMUSG00000002015	Bcap31	10969	9393
ENSMUSG00000002017	Fam98a	4843.986	4214.997
ENSMUSG00000002020	Ltbp2	13808.53	1627.25
ENSMUSG00000002028	Kmt2a	4397.72	3010.315
ENSMUSG00000002031	Ift46	2247.999	1771.001
ENSMUSG00000002032	Tmem25	75.001	60.001
ENSMUSG00000002033	Cd3g	2	0
ENSMUSG00000002043	Trappc6a	1196	860
ENSMUSG00000002052	Supt6	13613.544	10870.241
ENSMUSG00000002055	Spag5	1874.001	1688
ENSMUSG00000002057	Foxn1	473.126	1129
ENSMUSG00000002058	Unc119	1015.001	699
ENSMUSG00000002059	Rab34	1393.021	1039.878
ENSMUSG00000002064	Sdf2	5215.128	4276.759
ENSMUSG00000002068	Ccne1	773	434
ENSMUSG00000002076	Hsf2bp	61	105
ENSMUSG00000002083	Bbc3	261.998	104.001
ENSMUSG00000002100	Mybpc3	2.031	4
ENSMUSG00000002102	Psmc3	10048.555	9988.043
ENSMUSG00000002103	Acp2	2828.244	3832.52
ENSMUSG00000002104	Rapsn	7	0
ENSMUSG00000002105	Slc39a13	1452.442	1183.957
ENSMUSG00000002107	Celf2	4045.177	1670.001
ENSMUSG00000002108	Nr1h3	115.999	69.999
ENSMUSG00000002109	Ddb2	825.756	636.479
ENSMUSG00000002111	Spi1	138	71
ENSMUSG00000002129	Sf3a1	8113	6552
ENSMUSG00000002147	Stat6	6271	4558.954
ENSMUSG00000002190	Clgn	11	0
ENSMUSG00000002204	Napsa	453	40
ENSMUSG00000002205	Vrk3	2038	1143.999
ENSMUSG00000002210	Smg9	1055.983	632.999
ENSMUSG00000002221	Paxip1	3055.999	2786.117
ENSMUSG00000002222	Rmnd5a	8737.001	5213
ENSMUSG00000002227	Mov10	4413.941	3729.972
ENSMUSG00000002228	Ppm1j	802	615
ENSMUSG00000002233	Rhoc	6639.001	7473
ENSMUSG00000002240	Prr27	0	0
ENSMUSG00000002249	Tead3	2354.904	1490.001
ENSMUSG00000002250	Ppard	2368	2666
ENSMUSG00000002257	Def6	1146.715	828.021
ENSMUSG00000002265	Peg3	413.004	0
ENSMUSG00000002266	Zim1	16	1
ENSMUSG00000002274	Metrn	308.001	514
ENSMUSG00000002279	Lmf1	1523.999	1344.999
ENSMUSG00000002280	Ciao3	1541.637	1484.562
ENSMUSG00000002289	Angptl4	193.114	31
ENSMUSG00000002297	Dbf4	1993	2103.001
ENSMUSG00000002307	Daxx	2710.985	2992
ENSMUSG00000002308	Cd320	1720.001	2219
ENSMUSG00000002319	Ipo4	7054.677	5870
ENSMUSG00000002320	Tm9sf1	10451.662	10539.364
ENSMUSG00000002324	Rec8	1437.001	175
ENSMUSG00000002325	Irf9	6037.497	6943.033
ENSMUSG00000002326	Gmpr2	1207.25	1118.067
ENSMUSG00000002329	Mdp1	1803.207	1549
ENSMUSG00000002332	Dhrs1	7084.932	7687.001
ENSMUSG00000002341	Ncan	66	10.002
ENSMUSG00000002342	Tmem161a	1964	1657.999
ENSMUSG00000002343	Armc6	463.736	375.493
ENSMUSG00000002345	Borcs8	1061	763
ENSMUSG00000002346	Slc25a42	818.072	520
ENSMUSG00000002365	Snx9	6378	4709
ENSMUSG00000002372	Ranbp3	5525.999	5268.896
ENSMUSG00000002379	Ndufa11	3434.992	2353.973
ENSMUSG00000002384	Bmp8b	42.797	24.025
ENSMUSG00000002393	Nr2f6	5880.279	4550.903
ENSMUSG00000002395	Use1	2605.802	2241.022
ENSMUSG00000002396	Ocel1	1813.806	1075.096
ENSMUSG00000002409	Dyrk1b	1104.102	529
ENSMUSG00000002413	Braf	1983.01	1822
ENSMUSG00000002416	Ndufb2	1497.972	1419.978
ENSMUSG00000002428	Hltf	1939.986	1704
ENSMUSG00000002455	Prpf6	8795	6545.999
ENSMUSG00000002458	Rgs19	1263	609
ENSMUSG00000002459	Rgs20	6.883	1
ENSMUSG00000002475	Abhd3	90	18
ENSMUSG00000002477	Snrpd1	2989.999	2787.995
ENSMUSG00000002486	Tchp	991	770
ENSMUSG00000002489	Tiam1	3364.946	1916
ENSMUSG00000002496	Tsc2	6393.336	5562.275
ENSMUSG00000002500	Rpl3l	24	5
ENSMUSG00000002504	Nherf2	727	376.998
ENSMUSG00000002524	Puf60	8735.999	7132.001
ENSMUSG00000002546	Golga2	7547.074	6628
ENSMUSG00000002550	Uck1	2728.849	2085.952
ENSMUSG00000002565	Scin	5109	6444
ENSMUSG00000002578	Ikzf4	21	5
ENSMUSG00000002580	Mien1	3621.007	3753.298
ENSMUSG00000002588	Pon1	40	0
ENSMUSG00000002602	Axl	2105.533	586
ENSMUSG00000002603	Tgfb1	1421.809	1034
ENSMUSG00000002608	Ccdc97	2573.181	1807
ENSMUSG00000002617	Zfp40	183	148
ENSMUSG00000002625	Akap8l	3408.89	2096
ENSMUSG00000002633	Shh	12	1.139
ENSMUSG00000002635	Pdcd2l	418.999	322
ENSMUSG00000002658	Gtf2f1	5066	5642
ENSMUSG00000002660	Clpp	2199	2264
ENSMUSG00000002661	Alkbh7	659	777
ENSMUSG00000002664	Pspn	0	4
ENSMUSG00000002668	Dennd1c	338.005	258
ENSMUSG00000002679	Med6	1568	1538
ENSMUSG00000002688	Prkd1	174	5
ENSMUSG00000002699	Lcp2	27	3
ENSMUSG00000002718	Cse1l	6555.879	5622.001
ENSMUSG00000002728	Naa20	3390.003	3419.53
ENSMUSG00000002731	Prkra	1314	1347
ENSMUSG00000002732	Fkbp7	43	49
ENSMUSG00000002733	Plekha3	3376	3407
ENSMUSG00000002741	Ykt6	8928	9873
ENSMUSG00000002748	Baz1b	11811.999	9523
ENSMUSG00000002763	Pex6	3456	2197
ENSMUSG00000002767	Mrpl2	2293	2421.999
ENSMUSG00000002768	Mea1	3418.799	3672.901
ENSMUSG00000002769	Gnmt	91	36
ENSMUSG00000002771	Grin2d	36.402	19.002
ENSMUSG00000002778	Kdelr1	4778.001	3814
ENSMUSG00000002781	Tmem143	430	313
ENSMUSG00000002791	Pdxk-ps	1	0
ENSMUSG00000002797	Ggct	660	561
ENSMUSG00000002799	Jag2	695	49.648
ENSMUSG00000002803	Btbd6	1198	1131
ENSMUSG00000002804	Nudt14	898	841.001
ENSMUSG00000002808	Epdr1	29	0
ENSMUSG00000002812	Flii	12503.858	10553
ENSMUSG00000002814	Top3a	1953.001	1749
ENSMUSG00000002820	Atg4d	2552.697	2620.265
ENSMUSG00000002825	Qtrt1	1326	835.999
ENSMUSG00000002831	Plin4	124.015	47
ENSMUSG00000002833	Hdgfl2	4825	3795.977
ENSMUSG00000002835	Chaf1a	3541.583	4086.88
ENSMUSG00000002844	Adprh	2186	1456
ENSMUSG00000002845	Tmem39a	2226.603	854
ENSMUSG00000002846	Timmdc1	1448	978
ENSMUSG00000002847	Pla1a	148.964	173
ENSMUSG00000002870	Mcm2	6822.235	6776
ENSMUSG00000002871	Tpra1	2368.999	1475
ENSMUSG00000002881	Nab1	5564.942	4138
ENSMUSG00000002885	Adgre5	3216.886	2487.705
ENSMUSG00000002897	Il17ra	1782	1303.999
ENSMUSG00000002900	Lamb1	10046.001	3438
ENSMUSG00000002908	Kcnn1	99	193.944
ENSMUSG00000002910	Arrdc2	1202.455	1180.001
ENSMUSG00000002930	Ppp1r17	0	0
ENSMUSG00000002944	Cd36	158	1
ENSMUSG00000002948	Map2k7	5963.819	3701.602
ENSMUSG00000002949	Timm44	3550.001	3331.001
ENSMUSG00000002957	Ap2a2	11094.306	10992.134
ENSMUSG00000002963	Pnkp	1576.999	1009
ENSMUSG00000002968	Med25	5743.001	4012.999
ENSMUSG00000002980	Bcam	47878	14786
ENSMUSG00000002981	Clptm1	8183.464	7618
ENSMUSG00000002983	Relb	1341.986	1247.001
ENSMUSG00000002984	Tomm40	3739.777	2705.364
ENSMUSG00000002985	Apoe	1131.359	28
ENSMUSG00000002992	Apoc2	0	0
ENSMUSG00000002996	Hbp1	4171.792	2429.053
ENSMUSG00000002997	Prkar2b	3326.001	3729.828
ENSMUSG00000003031	Cdkn1b	5778.001	3994
ENSMUSG00000003032	Klf4	7135.181	6277
ENSMUSG00000003033	Ap1m1	1878.999	1350
ENSMUSG00000003037	Rab8a	5760.001	6286
ENSMUSG00000003038	Hmgn2	6520.903	6115.023
ENSMUSG00000003039	Fam32a	9840.982	7422
ENSMUSG00000003051	Elf3	19223.086	22355.38
ENSMUSG00000003053	Cyp2c29	46	1
ENSMUSG00000003062	Stard3nl	1703	1363.001
ENSMUSG00000003068	Stk11	7388.807	6135.865
ENSMUSG00000003070	Efna2	75.071	49
ENSMUSG00000003072	Atp5d	7912.998	8184
ENSMUSG00000003099	Ppp5c	3589.559	2587
ENSMUSG00000003119	Cdk12	3855.909	2988.992
ENSMUSG00000003123	Lipe	2842.643	681.225
ENSMUSG00000003131	Pafah1b2	8329.999	7826
ENSMUSG00000003134	Tbc1d8	1348.895	706.309
ENSMUSG00000003135	Cnot11	2352	2023
ENSMUSG00000003153	Slc2a3	197	24
ENSMUSG00000003154	Foxj2	2189.048	1544.9
ENSMUSG00000003161	Sri	5700	4183.999
ENSMUSG00000003166	Dgcr2	8929.123	4331.442
ENSMUSG00000003184	Irf3	2254.611	1130.714
ENSMUSG00000003190	Bcl2l12	435.166	243.421
ENSMUSG00000003198	Zfp959	340.928	281.1
ENSMUSG00000003199	Mpnd	3710	5049
ENSMUSG00000003200	Sh3gl1	4167.014	3946.001
ENSMUSG00000003206	Ebi3	34	11
ENSMUSG00000003208	Yju2	664.529	692.295
ENSMUSG00000003226	Ranbp2	10828.47	9512
ENSMUSG00000003227	Edar	6	0
ENSMUSG00000003228	Grk5	1015	656
ENSMUSG00000003233	Dvl3	4360.999	2072
ENSMUSG00000003234	Abcf3	3889.009	2146.999
ENSMUSG00000003235	Eif2b5	4661.001	2999.078
ENSMUSG00000003269	Cyth2	3099.597	2168.26
ENSMUSG00000003271	Sult2b1	139	324
ENSMUSG00000003273	Car11	46	17
ENSMUSG00000003279	Dlgap1	84.042	111.999
ENSMUSG00000003282	Plag1	31.001	10
