gene_id	gene_name	Minus_cre_p53mut	Plus_cre_p53mut
ENSMUSG00000002550	Uck1	44.549644	39.373477
ENSMUSG00000002565	Scin	43.374915	65.353561
ENSMUSG00000002578	Ikzf4	0.099705	0.065364
ENSMUSG00000002580	Mien1	165.989797	207.588765
ENSMUSG00000002588	Pon1	0.771841	0
ENSMUSG00000002602	Axl	13.93982	4.677569
ENSMUSG00000002603	Tgfb1	17.093166	15.319924
ENSMUSG00000002608	Ccdc97	27.571346	22.671357
ENSMUSG00000002617	Zfp40	1.234161	1.147811
ENSMUSG00000002625	Akap8l	43.9633	31.500217
ENSMUSG00000002633	Shh	0.107308	0.012188
ENSMUSG00000002635	Pdcd2l	11.739243	9.296971
ENSMUSG00000002658	Gtf2f1	79.964681	106.737387
ENSMUSG00000002660	Clpp	70.622915	85.981258
ENSMUSG00000002661	Alkbh7	22.929881	32.839809
ENSMUSG00000002664	Pspn	0	0.442981
ENSMUSG00000002668	Dennd1c	3.307998	3.018109
ENSMUSG00000002679	Med6	48.386203	54.216087
ENSMUSG00000002688	Prkd1	1.188494	0.040851
ENSMUSG00000002699	Lcp2	0.287429	0.024576
ENSMUSG00000002718	Cse1l	48.495545	50.075641
ENSMUSG00000002728	Naa20	89.852381	109.257335
ENSMUSG00000002731	Prkra	22.710824	27.999378
ENSMUSG00000002732	Fkbp7	1.860371	2.701726
ENSMUSG00000002733	Plekha3	34.748497	41.489319
ENSMUSG00000002741	Ykt6	94.802948	121.813919
ENSMUSG00000002748	Baz1b	45.501671	43.235067
ENSMUSG00000002763	Pex6	27.444224	20.454476
ENSMUSG00000002767	Mrpl2	70.364263	88.307148
ENSMUSG00000002768	Mea1	123.233819	156.982561
ENSMUSG00000002769	Gnmt	2.680696	1.466119
ENSMUSG00000002771	Grin2d	0.296725	0.102018
ENSMUSG00000002778	Kdelr1	99.614684	88.978105
ENSMUSG00000002781	Tmem143	5.135361	4.821215
ENSMUSG00000002791	Pdxk-ps	0.032842	0
ENSMUSG00000002797	Ggct	17.629389	17.590266
ENSMUSG00000002799	Jag2	5.2169	0.389476
ENSMUSG00000002803	Btbd6	17.842496	18.942048
ENSMUSG00000002804	Nudt14	30.860353	34.35001
ENSMUSG00000002808	Epdr1	0.318453	0
ENSMUSG00000002812	Flii	82.615347	81.508812
ENSMUSG00000002814	Top3a	14.095314	15.440819
ENSMUSG00000002820	Atg4d	37.661409	51.053686
ENSMUSG00000002825	Qtrt1	39.437468	28.85326
ENSMUSG00000002831	Plin4	0.495755	0.21944
ENSMUSG00000002833	Hdgfl2	61.599108	56.144641
ENSMUSG00000002835	Chaf1a	32.213735	46.49083
ENSMUSG00000002844	Adprh	18.694512	14.899746
ENSMUSG00000002845	Tmem39a	46.492773	18.94
ENSMUSG00000002846	Timmdc1	25.32547	20.576843
ENSMUSG00000002847	Pla1a	2.77425	2.786299
ENSMUSG00000002870	Mcm2	51.954807	62.022956
ENSMUSG00000002871	Tpra1	53.922279	29.554397
ENSMUSG00000002881	Nab1	36.189005	31.930402
ENSMUSG00000002885	Adgre5	29.866135	29.248021
ENSMUSG00000002897	Il17ra	11.156017	9.846749
ENSMUSG00000002900	Lamb1	44.085798	17.622126
ENSMUSG00000002908	Kcnn1	0.842735	2.315598
ENSMUSG00000002910	Arrdc2	19.014522	23.156848
ENSMUSG00000002930	Ppp1r17	0	0
ENSMUSG00000002944	Cd36	1.547806	0.060577
ENSMUSG00000002948	Map2k7	48.612203	35.893008
ENSMUSG00000002949	Timm44	60.656812	64.34215
ENSMUSG00000002957	Ap2a2	58.938325	69.82538
ENSMUSG00000002963	Pnkp	24.203018	19.624929
