gene_id	gene_name	Minus_cre_p53mut	Plus_cre_p53mut
ENSMUSG00000001520	Nrip2	2069.05938756809	2074.88698225561
ENSMUSG00000001521	Tulp3	3051.80188840701	3029.4706474572
ENSMUSG00000001524	Gtf2h4	1298.28336646547	1252.60263032522
ENSMUSG00000001525	Tubb5	2295.34746735273	2328.05705379445
ENSMUSG00000001542	Ell2	3527.25649261104	2268.39793664067
ENSMUSG00000001552	Jup	2502.1021554074	2436.13813852929
ENSMUSG00000001555	Fkbp10	1644.39439002735	2338.666
ENSMUSG00000001558	Klhl10	1585.60306329988	1270.10585826215
ENSMUSG00000001566	Mnx1	1777.824	1777.824
ENSMUSG00000001569	Nom1	2713.24835194067	2936.66899014938
ENSMUSG00000001576	Ergic1	2107.86599141668	1967.60160156407
ENSMUSG00000001583	Tnk1	2381.18604469616	2253.73385741191
ENSMUSG00000001588	Acap1	2006.19826313726	2043.89068350503
ENSMUSG00000001604	Tcea3	1010.824	892.316542117535
ENSMUSG00000001622	Csn3	769.018069636539	745.74
ENSMUSG00000001627	Ifrd1	999.304659335786	1049.85572158274
ENSMUSG00000001630	Stk38l	3519.25709129941	3577.33471402096
ENSMUSG00000001632	Brpf1	4011.25751179495	4178.23357689195
ENSMUSG00000001642	Akr1b3	1173.35173573124	1153.30674249023
ENSMUSG00000001655	Hoxc13	2220.824	2220.824
ENSMUSG00000001656	Hoxc11	1778.245	1778.245
ENSMUSG00000001657	Hoxc8	1925.73953077241	1925.73953077241
ENSMUSG00000001661	Hoxc6	513.611802511759	799.434957957423
ENSMUSG00000001663	Gstt1	794.715337964055	789.323171431031
ENSMUSG00000001665	Gstt3	1511.40841599854	1529.64862055217
ENSMUSG00000001666	Ddt	413.274127514682	408.226382433036
ENSMUSG00000001670	Tat	2134.824	2134.824
ENSMUSG00000001672	Marveld3	1488.70795837348	1532.34905165144
ENSMUSG00000001674	Ddx18	1988.06478227566	1980.950371183
ENSMUSG00000001687	Ubl3	2059.13748800247	2032.59459818874
ENSMUSG00000001700	Gramd3	2401.25305783825	2414.90014850269
ENSMUSG00000001707	Eef1e1	822.50351152985	854.955388758728
ENSMUSG00000001729	Akt1	2294.44259680878	2335.23782734538
ENSMUSG00000001739	Cldn15	1195.86945431693	777.041445014001
ENSMUSG00000001741	Il16	3050.00740386152	2792.16890833723
ENSMUSG00000001750	Tcirg1	1708.06452776677	1846.25365983058
ENSMUSG00000001751	Naglu	2279.10026676798	2290.93182464561
ENSMUSG00000001755	Coasy	1724.99153771999	1803.16658065712
ENSMUSG00000001761	Smo	3427.26118419599	3398.67260352782
ENSMUSG00000001763	Tspan33	1782.3967643312	1766.02894104345
ENSMUSG00000001767	Crnkl1	2514.9852148024	2465.62587064072
ENSMUSG00000001768	Rin2	4017.25283329543	4326.54197513446
ENSMUSG00000001773	Folh1	2884.824	2884.824
ENSMUSG00000001774	Chordc1	1647.97931079407	1414.64518996256
ENSMUSG00000001783	Rtcb	1758.56601899039	1754.84869003362
ENSMUSG00000001785	Pwp1	1888.47562869545	1806.41724290738
ENSMUSG00000001786	Fbxo7	1777.49163856233	1891.29440685548
ENSMUSG00000001794	Capns1	1140.68937829457	1169.86286381952
ENSMUSG00000001802	Lrp3	3653.7732500931	3631.666
ENSMUSG00000001804	Dsg4	3237.824	3237.824
ENSMUSG00000001815	Evx2	1187.824	1182.666
ENSMUSG00000001819	Hoxd13	2242.824	2242.824
ENSMUSG00000001823	Hoxd12	2293.824	2293.824
ENSMUSG00000001827	Folr1	731.483537341365	731.483537341365
ENSMUSG00000001829	Clpb	2340.82012593337	2208.46629064199
ENSMUSG00000001833	Septin7	2296.02171937528	2304.94758566237
ENSMUSG00000001844	Zdhhc4	851.002519701883	851.821542067649
ENSMUSG00000001847	Rac1	1633.9220791427	1622.00139760866
ENSMUSG00000001855	Nup214	5337.31898135759	5358.05352160969
ENSMUSG00000001864	Aif1l	1710.20851047739	1734.16555972738
ENSMUSG00000001865	Cpa3	1208.824	1208.824
ENSMUSG00000001870	Ltbp1	5200.1784301667	5256.84842675276
ENSMUSG00000001891	Ugp2	1860.27526360478	1896.90651714938
ENSMUSG00000001901	Kcnh6	3127.824	2570.666
ENSMUSG00000001909	Trmt1	1472.83141723075	1485.61392714201
ENSMUSG00000001910	Nacc1	3432.75283123861	3551.03892262846
ENSMUSG00000001911	Nfix	4056.64062601757	4012.48931679335
ENSMUSG00000001918	Slc1a5	2301.6021777288	2404.62757108486
ENSMUSG00000001924	Uba1	3709.44145434524	3759.11745334873
ENSMUSG00000001930	Vwf	3000.55091928573	4329.9481033481
ENSMUSG00000001942	Siae	3673.09703273206	2673.18656353754
ENSMUSG00000001943	Vsig2	651.053	274.388
ENSMUSG00000001946	Esam	942.170309754143	1619.666
ENSMUSG00000001948	Spa17	459.928138149675	453.82
ENSMUSG00000001962	Fam50a	1128.53559196998	1128.65629169246
ENSMUSG00000001964	Emd	1066.33399176617	1076.40099984966
ENSMUSG00000001983	Taco1	1142.824	1137.666
ENSMUSG00000001985	Grik3	8732.824	8727.666
ENSMUSG00000001986	Gria3	4614.80346098136	4926.666
ENSMUSG00000001988	Npas1	2506.824	2501.666
ENSMUSG00000001995	Sipa1l2	6346.99372899256	6351.11566743723
ENSMUSG00000001998	Ap4e1	4048.11401007285	4114.13363286538
ENSMUSG00000001999	Blvra	910.823287073668	917.404352837541
ENSMUSG00000002006	Pdzd4	3729.824	3724.666
ENSMUSG00000002007	Srpk3	2470.824	1735.666
ENSMUSG00000002010	Idh3g	1009.028118741	952.219623207056
ENSMUSG00000002012	Pnck	639.060853414008	632.877346926039
ENSMUSG00000002014	Ssr4	566.406415550592	552.906873764963
ENSMUSG00000002015	Bcap31	978.824	973.666
ENSMUSG00000002017	Fam98a	2219.9506324032	2346.61547689458
ENSMUSG00000002020	Ltbp2	6198.57178548173	6147.71043346514
ENSMUSG00000002028	Kmt2a	16200.1944398788	13994.6588509002
ENSMUSG00000002031	Ift46	925.476950579291	796.43928146485
ENSMUSG00000002032	Tmem25	1710.91551213318	2296.63031640236
ENSMUSG00000002033	Cd3g	2298.824	2298.824
ENSMUSG00000002043	Trappc6a	543.276399791197	519.271324388164
ENSMUSG00000002052	Supt6	6210.95635617883	6226.86347447783
ENSMUSG00000002055	Spag5	2793.74219419547	2635.30560244246
ENSMUSG00000002057	Foxn1	2973.824	2968.666
ENSMUSG00000002058	Unc119	1074.89934088923	1044.88977688828
ENSMUSG00000002059	Rab34	1201.07762004407	1179.17640574881
ENSMUSG00000002064	Sdf2	1012.4917382757	1015.52032386348
ENSMUSG00000002068	Ccne1	1701.25094443524	1724.32577953439
ENSMUSG00000002076	Hsf2bp	1074.46504434633	918.687378846631
ENSMUSG00000002083	Bbc3	1307.21463148631	964.81163032147
ENSMUSG00000002100	Mybpc3	3893.824	3888.666
ENSMUSG00000002102	Psmc3	981.66794077601	1038.89397860437
ENSMUSG00000002103	Acp2	2922.57107402501	2627.87269093577
ENSMUSG00000002104	Rapsn	1209.824	1209.824
ENSMUSG00000002105	Slc39a13	1578.07789936382	1600.8081091703
ENSMUSG00000002107	Celf2	3919.58571222269	3647.33449069911
ENSMUSG00000002108	Nr1h3	1556.99858932809	937.912991960699
ENSMUSG00000002109	Ddb2	1630.5490827695	1546.26999935743
ENSMUSG00000002111	Spi1	1601.08311411106	1529.20116241538
ENSMUSG00000002129	Sf3a1	4486.36339186632	4101.03911075983
ENSMUSG00000002147	Stat6	3150.57181695691	3210.13514634679
ENSMUSG00000002190	Clgn	2210.20552167355	2210.20552167355
ENSMUSG00000002204	Napsa	1319.08776813622	1314.666
ENSMUSG00000002205	Vrk3	1302.5682635396	1257.64570891217
ENSMUSG00000002210	Smg9	1618.94704935063	1727.75977216385
ENSMUSG00000002221	Paxip1	3132.39542084716	3372.71898444927
ENSMUSG00000002222	Rmnd5a	5040.26455688227	4964.85584147622
ENSMUSG00000002227	Mov10	2785.56739482923	2656.91283415348
ENSMUSG00000002228	Ppm1j	1233.75315639679	1141.12992223334
ENSMUSG00000002233	Rhoc	769.6254335515	796.034771577862
ENSMUSG00000002240	Prr27	1082.245	1082.245
ENSMUSG00000002249	Tead3	2220.29191411283	2254.69298423948
ENSMUSG00000002250	Ppard	2066.59233541842	1877.48442244599
ENSMUSG00000002257	Def6	1964.33854159139	1986.74351433565
ENSMUSG00000002265	Peg3	8012.2099065988	8012.2099065988
ENSMUSG00000002266	Zim1	1359.17945130479	7447.666
ENSMUSG00000002274	Metrn	928.05642301207	910.507494116851
ENSMUSG00000002279	Lmf1	1643.59064996676	1632.33789301731
ENSMUSG00000002280	Ciao3	1840.80292128709	1837.66995534295
ENSMUSG00000002289	Angptl4	1756.39573221642	3062.666
ENSMUSG00000002297	Dbf4	2125.84062311063	2124.34406654405
ENSMUSG00000002307	Daxx	1729.76236183499	1753.09767062719
ENSMUSG00000002308	Cd320	754.303894467233	696.001723299274
ENSMUSG00000002319	Ipo4	3036.37830450107	2940.86888427116
ENSMUSG00000002320	Tm9sf1	1838.63686082627	1839.25913959706
ENSMUSG00000002324	Rec8	1728.52456621545	1742.21706212713
ENSMUSG00000002325	Irf9	2066.04777397948	2145.99324933059
ENSMUSG00000002326	Gmpr2	1519.30776132129	1502.63487450555
ENSMUSG00000002329	Mdp1	1430.78696084171	1415.39924327713
ENSMUSG00000002332	Dhrs1	1212.60264773479	1222.7213367661
ENSMUSG00000002341	Ncan	6954.824	6949.666
ENSMUSG00000002342	Tmem161a	1351.50976352147	1332.86811365765
ENSMUSG00000002343	Armc6	1279.12454255052	1408.21757221375
ENSMUSG00000002345	Borcs8	535.941712969141	543.115599758456
ENSMUSG00000002346	Slc25a42	2590.55540506814	2609.08152327579
ENSMUSG00000002365	Snx9	3054.18394573787	3017.86587263258
ENSMUSG00000002372	Ranbp3	2168.26981657044	2116.37660970813
ENSMUSG00000002379	Ndufa11	319.435794827757	312.336467192371
ENSMUSG00000002384	Bmp8b	2243.20560755683	2523.16206192287
ENSMUSG00000002393	Nr2f6	1694.90409788442	1711.69982855196
ENSMUSG00000002395	Use1	622.021509302299	613.832135056568
ENSMUSG00000002396	Ocel1	4180.93270972147	3696.60278435567
ENSMUSG00000002409	Dyrk1b	2144.7089654892	2129.67755592187
ENSMUSG00000002413	Braf	5564.94335972503	5870.44283512909
ENSMUSG00000002416	Ndufb2	334.435544659401	285.3447305453
ENSMUSG00000002428	Hltf	4491.68994960199	3628.54312753078
ENSMUSG00000002455	Prpf6	2775.95077874571	2796.59947814432
ENSMUSG00000002458	Rgs19	1063.14950794111	975.411683731492
ENSMUSG00000002459	Rgs20	1460.33516733713	1532.666
